time[s],avg_wind_speed[m_s],avg_precip[ml],avg_snow[cm]
1340704800,8.2,0.0,0.0
1340708400,8.2,0.0,0.0
1340712000,8.2,23.5,0.0
1340715600,8.2,0.0,0.0
1340719200,8.2,0.0,0.0
1340722800,9.75,0.0,0.0
1340726400,9.3,0.0,0.0
1340730000,10.8,0.0,0.0
1340733600,9.8,0.0,0.0
1340737200,9.3,0.0,0.0
1340740800,8.8,0.0,0.0
1340744400,8.45,0.0,0.0
1340748000,7.2,0.0,0.0
1340751600,7.7,0.0,0.0
1340755200,7.7,0.0,0.0
1340758800,6.2,0.0,0.0
1340762400,4.1,0.0,0.0
1340766000,4.35,0.0,0.0
1340769600,3.1,0.0,0.0
1340773200,4.6,0.0,0.0
1340776800,5.4,0.0,0.0
1340780400,5.1,0.0,0.0
1340784000,5.1,0.0,0.0
1340787600,5.65,0.0,0.0
1340791200,6.2,0.0,0.0
1340794800,6.7,0.0,0.0
1340798400,6.2,0.0,0.0
1340802000,5.7,0.0,0.0
1340805600,6.2,0.0,0.0
1340809200,6.7,0.0,0.0
1340812800,8.2,0.0,0.0
1340816400,7.7,0.0,0.0
1340820000,7.95,0.0,0.0
1340823600,7.2,0.0,0.0
1340827200,9.8,0.0,0.0
1340830800,10.05,0.0,0.0
1340834400,8.2,0.0,0.0
1340838000,7.2,0.0,0.0
1340841600,6.45,0.0,0.0
1340845200,5.7,0.0,0.0
1340848800,5.1,0.0,0.0
1340852400,4.6,0.0,0.0
1340856000,2.3,0.0,0.0
1340859600,4.6,0.0,0.0
1340863200,4.6,0.0,0.0
1340866800,3.1,0.0,0.0
1340870400,2.6,0.0,0.0
1340874000,3.1,0.0,0.0
1340877600,3.1,0.0,0.0
1340881200,3.6,0.0,0.0
1340884800,3.1,0.0,0.0
1340888400,4.6,0.0,0.0
1340892000,6.7,0.0,0.0
1340895600,6.2,0.0,0.0
1340899200,5.7,0.0,0.0
1340902800,4.1,0.0,0.0
1340906400,4.6,0.0,0.0
1340910000,4.6,0.0,0.0
1340913600,3.6,0.0,0.0
1340917200,3.85,0.0,0.0
1340920800,4.1,0.0,0.0
1340924400,3.1,0.0,0.0
1340928000,3.1,0.0,0.0
1340931600,3.6,0.0,0.0
1340935200,4.1,0.0,0.0
1340938800,3.85,0.0,0.0
1340942400,1.3,0.0,0.0
1340946000,3.1,0.0,0.0
1340949600,2.6,0.0,0.0
1340953200,2.6,0.0,0.0
1340956800,3.1,0.0,0.0
1340960400,2.23333333333,0.433333333333,0.0
1340964000,3.1,0.3,0.0
1340967600,1.5,0.0,0.0
1340971200,3.05,1.0,0.0
1340974800,5.7,0.0,0.0
1340978400,3.6,0.0,0.0
1340982000,4.1,0.0,0.0
1340985600,6.2,0.0,0.0
1340989200,8.2,0.0,0.0
1340992800,7.45,0.0,0.0
1340996400,6.7,0.0,0.0
1341000000,7.2,0.0,0.0
1341003600,7.45,0.0,0.0
1341007200,7.2,0.0,0.0
1341010800,6.7,0.0,0.0
1341014400,5.4,0.0,0.0
1341018000,4.6,0.0,0.0
1341021600,5.1,0.0,0.0
1341025200,4.35,0.0,0.0
1341028800,1.55,0.75,0.0
1341032400,4.6,0.0,0.0
1341036000,3.35,0.0,0.0
1341039600,2.6,0.0,0.0
1341043200,5.1,0.0,0.0
1341046800,4.35,0.0,0.0
1341050400,4.6,0.0,0.0
1341054000,4.1,0.0,0.0
1341057600,3.6,0.0,0.0
1341061200,5.7,0.0,0.0
1341064800,6.7,0.0,0.0
1341068400,5.65,0.0,0.0
1341072000,6.7,0.0,0.0
1341075600,7.7,0.0,0.0
1341079200,7.95,0.0,0.0
1341082800,8.8,0.0,0.0
1341086400,9.8,0.0,0.0
1341090000,8.0,0.0,0.0
1341093600,3.6,0.0,0.0
1341097200,6.2,0.0,0.0
1341100800,5.4,0.0,0.0
1341104400,5.1,0.0,0.0
1341108000,5.1,0.0,0.0
1341111600,4.35,0.0,0.0
1341115200,2.05,0.0,0.0
1341118800,3.1,0.0,0.0
1341122400,3.35,0.0,0.0
1341126000,2.1,0.0,0.0
1341129600,2.1,0.0,0.0
1341133200,2.35,0.0,0.0
1341136800,2.1,0.0,0.0
1341140400,4.6,0.0,0.0
1341144000,2.53333333333,0.0,0.0
1341147600,4.6,0.0,0.0
1341151200,4.6,0.0,0.0
1341154800,5.15,0.0,0.0
1341158400,5.7,0.0,0.0
1341162000,6.2,0.0,0.0
1341165600,6.45,0.0,0.0
1341169200,9.3,0.0,0.0
1341172800,8.2,0.0,0.0
1341176400,6.4,0.0,0.0
1341180000,8.0,0.0,0.0
1341183600,5.7,0.0,0.0
1341187200,5.4,0.0,0.0
1341190800,4.1,0.0,0.0
1341194400,3.1,0.0,0.0
1341198000,4.1,0.0,0.0
1341201600,2.05,0.0,0.0
1341205200,3.6,0.0,0.0
1341208800,3.6,0.0,0.0
1341212400,2.6,0.0,0.0
1341216000,3.1,0.0,0.0
1341219600,1.55,0.0,0.0
1341223200,0.0,0.0,0.0
1341226800,2.1,0.0,0.0
1341230400,2.85,0.0,0.0
1341234000,4.6,0.0,0.0
1341237600,4.1,0.0,0.0
1341241200,5.15,0.0,0.0
1341244800,5.7,0.0,0.0
1341248400,4.6,0.0,0.0
1341252000,5.15,0.0,0.0
1341255600,3.1,0.0,0.0
1341259200,4.6,0.0,0.0
1341262800,5.65,0.0,0.0
1341266400,6.7,0.0,0.0
1341270000,7.7,0.0,0.0
1341273600,6.4,0.0,0.0
1341277200,5.1,0.0,0.0
1341280800,4.6,0.0,0.0
1341284400,4.1,0.0,0.0
1341288000,1.55,0.0,0.0
1341291600,2.1,0.0,0.0
1341295200,2.1,0.0,0.0
1341298800,2.1,0.0,0.0
1341302400,3.1,0.0,0.0
1341306000,3.35,0.0,0.0
1341309600,2.1,0.0,0.0
1341313200,4.1,0.0,0.0
1341316800,3.6,0.0,0.0
1341320400,4.6,0.0,0.0
1341324000,1.5,0.0,0.0
1341327600,3.6,0.0,0.0
1341331200,5.1,0.0,0.0
1341334800,4.6,0.0,0.0
1341338400,5.65,0.0,0.0
1341342000,8.8,0.0,0.0
1341345600,8.8,0.0,0.0
1341349200,8.75,0.0,0.0
1341352800,8.2,0.0,0.0
1341356400,7.2,0.0,0.0
1341360000,7.2,0.0,0.0
1341363600,6.7,0.0,0.0
1341367200,4.1,0.0,0.0
1341370800,2.8,0.0,0.0
1341374400,1.05,0.0,0.0
1341378000,3.1,0.0,0.0
1341381600,3.35,0.0,0.0
1341385200,2.1,0.0,0.0
1341388800,4.6,0.0,0.0
1341392400,6.0,0.0,0.0
1341396000,5.7,0.0,0.0
1341399600,1.5,0.8,0.0
1341403200,2.3,0.55,0.0
1341406800,3.1,0.0,0.0
1341410400,5.7,0.0,0.0
1341414000,5.7,0.15,0.0
1341417600,6.7,0.0,0.0
1341421200,7.2,0.0,0.0
1341424800,6.95,0.15,0.0
1341428400,7.2,0.0,0.0
1341432000,5.7,0.0,0.0
1341435600,4.4,0.0,0.0
1341439200,3.6,0.0,0.0
1341442800,0.0,0.0,0.0
1341446400,2.55,0.0,0.0
1341450000,5.1,0.0,0.0
1341453600,5.7,0.0,0.0
1341457200,4.9,0.0,0.0
1341460800,2.85,0.5,0.0
1341464400,5.7,0.0,0.0
1341468000,4.9,0.0,0.0
1341471600,5.7,0.0,0.0
1341475200,5.1,0.0,0.0
1341478800,4.6,0.0,0.0
1341482400,4.1,0.0,0.0
1341486000,4.6,0.0,0.0
1341489600,4.85,0.15,0.0
1341493200,5.1,0.0,0.0
1341496800,4.1,0.0,0.0
1341500400,4.6,0.0,0.0
1341504000,4.1,0.0,0.0
1341507600,6.2,0.0,0.0
1341511200,4.15,0.0,0.0
1341514800,4.6,0.0,0.0
1341518400,2.6,0.0,0.0
1341522000,2.6,0.0,0.0
1341525600,3.6,0.0,0.0
1341529200,3.6,0.0,0.0
1341532800,2.85,0.0,0.0
1341536400,4.1,0.0,0.0
1341540000,2.6,0.0,0.0
1341543600,2.6,0.0,0.0
1341547200,1.3,0.0,0.0
1341550800,2.6,0.0,0.0
1341554400,2.6,0.0,0.0
1341558000,2.1,0.0,0.0
1341561600,2.6,0.0,0.0
1341565200,2.35,0.0,0.0
1341568800,2.1,0.0,0.0
1341572400,2.6,0.0,0.0
1341576000,1.3,0.0,0.0
1341579600,2.1,0.0,0.0
1341583200,4.6,0.0,0.0
1341586800,4.6,0.0,0.0
1341590400,5.1,0.0,0.0
1341594000,5.1,0.0,0.0
1341597600,5.4,0.0,0.0
1341601200,5.7,0.0,0.0
1341604800,5.7,0.0,0.0
1341608400,5.15,0.0,0.0
1341612000,5.7,0.0,0.0
1341615600,5.7,0.0,0.0
1341619200,5.15,0.0,0.0
1341622800,4.1,0.0,0.0
1341626400,3.6,0.0,0.0
1341630000,3.1,0.0,0.0
1341633600,1.3,0.0,0.0
1341637200,3.1,0.0,0.0
1341640800,3.35,0.0,0.0
1341644400,2.6,0.0,0.0
1341648000,4.1,0.0,0.0
1341651600,3.35,0.0,0.0
1341655200,4.1,0.0,0.0
1341658800,3.1,0.0,0.0
1341662400,3.1,0.0,0.0
1341666000,4.1,0.0,0.0
1341669600,4.1,0.0,0.0
1341673200,4.1,0.0,0.0
1341676800,3.6,0.0,0.0
1341680400,7.7,0.0,0.0
1341684000,7.95,0.0,0.0
1341687600,5.1,0.0,0.0
1341691200,3.1,0.0,0.0
1341694800,3.35,0.0,0.0
1341698400,2.1,0.0,0.0
1341702000,3.1,0.0,0.0
1341705600,2.85,0.0,0.0
1341709200,1.5,0.0,0.0
1341712800,4.6,0.0,0.0
1341716400,4.1,0.15,0.0
1341720000,1.8,1.65,0.0
1341723600,2.23333333333,0.0,0.0
1341727200,1.86666666667,0.666666666667,0.0
1341730800,1.5,0.0,0.0
1341734400,2.1,0.0,0.0
1341738000,2.6,0.0,0.0
1341741600,3.1,0.0,0.0
1341745200,4.6,0.0,0.0
1341748800,4.85,0.0,0.0
1341752400,2.6,0.0,0.0
1341756000,3.6,0.0,0.0
1341759600,3.1,0.0,0.0
1341763200,1.5,0.0,0.0
1341766800,5.1,0.0,0.0
1341770400,5.4,0.0,0.0
1341774000,5.1,0.0,0.0
1341777600,4.1,0.0,0.0
1341781200,5.15,0.0,0.0
1341784800,4.6,0.0,0.0
1341788400,5.7,0.0,0.0
1341792000,5.15,0.0,0.0
1341795600,4.1,0.0,0.0
1341799200,3.1,0.0,0.0
1341802800,3.1,0.0,0.0
1341806400,2.05,0.0,0.0
1341810000,3.6,0.0,0.0
1341813600,3.6,0.0,0.0
1341817200,3.6,0.0,0.0
1341820800,4.1,0.0,0.0
1341824400,4.1,0.0,0.0
1341828000,4.1,0.0,0.0
1341831600,3.6,0.0,0.0
1341835200,3.85,0.0,0.0
1341838800,5.1,0.0,0.0
1341842400,4.6,0.0,0.0
1341846000,3.6,0.0,0.0
1341849600,2.1,0.0,0.0
1341853200,4.6,0.0,0.0
1341856800,4.85,0.0,0.0
1341860400,4.6,0.0,0.0
1341864000,6.2,0.0,0.0
1341867600,6.2,0.0,0.0
1341871200,6.2,0.0,0.0
1341874800,5.1,0.0,0.0
1341878400,4.35,0.0,0.0
1341882000,4.1,0.0,0.0
1341885600,3.6,0.0,0.0
1341889200,3.1,0.0,0.0
1341892800,1.8,0.0,0.0
1341896400,4.1,0.0,0.0
1341900000,3.85,0.0,0.0
1341903600,2.6,0.0,0.0
1341907200,3.1,0.0,0.0
1341910800,2.85,0.0,0.0
1341914400,3.6,0.0,0.0
1341918000,4.1,0.0,0.0
1341921600,3.85,0.0,0.0
1341925200,1.5,0.0,0.0
1341928800,4.1,0.0,0.0
1341932400,4.1,0.0,0.0
1341936000,4.1,0.0,0.0
1341939600,5.7,0.0,0.0
1341943200,6.2,0.0,0.0
1341946800,6.7,0.0,0.0
1341950400,5.1,0.0,0.0
1341954000,5.1,0.0,0.0
1341957600,6.2,0.0,0.0
1341961200,4.1,0.0,0.0
1341964800,3.1,0.0,0.0
1341968400,3.1,0.0,0.0
1341972000,0.0,0.0,0.0
1341975600,0.0,0.0,0.0
1341979200,0.0,0.0,0.0
1341982800,0.0,0.0,0.0
1341986400,0.0,0.0,0.0
1341990000,0.0,0.0,0.0
1341993600,0.0,0.0,0.0
1341997200,0.0,0.0,0.0
1342000800,2.6,0.0,0.0
1342004400,1.5,0.0,0.0
1342008000,1.5,0.0,0.0
1342011600,1.5,0.0,0.0
1342015200,3.6,0.0,0.0
1342018800,4.1,0.0,0.0
1342022400,3.6,0.0,0.0
1342026000,3.6,0.0,0.0
1342029600,4.35,0.0,0.0
1342033200,4.1,0.0,0.0
1342036800,4.6,0.0,0.0
1342040400,4.1,0.0,0.0
1342044000,4.1,0.0,0.0
1342047600,2.6,0.0,0.0
1342051200,3.1,0.0,0.0
1342054800,2.6,0.0,0.0
1342058400,2.1,0.0,0.0
1342062000,2.1,0.0,0.0
1342065600,1.05,0.0,0.0
1342069200,0.0,0.0,0.0
1342072800,0.0,0.0,0.0
1342076400,0.0,0.0,0.0
1342080000,0.0,0.0,0.0
1342083600,0.0,0.0,0.0
1342087200,0.0,0.0,0.0
1342090800,0.0,0.0,0.0
1342094400,0.0,0.0,0.0
1342098000,2.1,0.0,0.0
1342101600,3.1,0.0,0.0
1342105200,3.35,0.0,0.0
1342108800,5.1,0.0,0.0
1342112400,5.7,0.0,0.0
1342116000,5.95,0.0,0.0
1342119600,6.7,0.0,0.0
1342123200,7.2,0.0,0.0
1342126800,7.45,0.0,0.0
1342130400,6.7,0.0,0.0
1342134000,7.2,0.0,0.0
1342137600,5.65,0.0,0.0
1342141200,5.1,0.0,0.0
1342144800,3.6,0.0,0.0
1342148400,3.35,0.0,0.0
1342152000,1.3,0.0,0.0
1342155600,2.1,0.0,0.0
1342159200,2.6,0.0,0.0
1342162800,2.6,0.0,0.0
1342166400,3.1,0.0,0.0
1342170000,2.85,0.0,0.0
1342173600,3.6,0.0,0.0
1342177200,4.6,0.0,0.0
1342180800,3.35,0.0,0.0
1342184400,3.1,0.0,0.0
1342188000,3.6,0.0,0.0
1342191600,4.1,0.0,0.0
1342195200,4.1,0.0,0.0
1342198800,3.1,0.0,0.0
1342202400,3.6,0.0,0.0
1342206000,6.2,0.0,0.0
1342209600,4.6,0.0,0.0
1342213200,4.6,0.0,0.0
1342216800,4.6,0.0,0.0
1342220400,4.6,0.0,0.0
1342224000,5.15,0.0,0.0
1342227600,3.6,0.0,0.0
1342231200,2.6,0.0,0.0
1342234800,2.6,0.0,0.0
1342238400,1.05,0.0,0.0
1342242000,1.5,0.0,0.0
1342245600,1.8,0.0,0.0
1342249200,3.6,0.0,0.0
1342252800,4.6,0.0,0.0
1342256400,4.1,0.0,0.0
1342260000,2.6,0.0,0.0
1342263600,1.5,0.0,0.0
1342267200,2.8,0.0,0.0
1342270800,4.6,0.0,0.0
1342274400,4.1,0.0,0.0
1342278000,3.6,0.0,0.0
1342281600,3.6,0.0,0.0
1342285200,5.1,0.0,0.0
1342288800,5.9,0.0,0.0
1342292400,7.2,0.0,0.0
1342296000,9.8,0.0,0.0
1342299600,8.5,0.0,0.0
1342303200,7.2,0.0,0.0
1342306800,7.2,0.0,0.0
1342310400,6.45,0.0,0.0
1342314000,5.1,0.0,0.0
1342317600,3.6,0.0,0.0
1342321200,3.6,0.0,0.0
1342324800,1.55,0.0,0.0
1342328400,3.6,0.0,0.0
1342332000,3.35,0.0,0.0
1342335600,3.1,0.0,0.0
1342339200,1.5,0.0,0.0
1342342800,2.05,0.0,0.0
1342346400,3.1,0.0,0.0
1342350000,3.6,0.0,0.0
1342353600,3.1,0.0,0.0
1342357200,2.6,0.0,0.0
1342360800,2.6,0.0,0.0
1342364400,3.1,0.0,0.0
1342368000,5.1,0.0,0.0
1342371600,5.7,0.0,0.0
1342375200,5.15,0.0,0.0
1342378800,5.7,0.0,0.0
1342382400,7.2,0.0,0.0
1342386000,6.95,0.0,0.0
1342389600,4.1,0.0,0.0
1342393200,4.1,0.0,0.0
1342396800,3.6,0.0,0.0
1342400400,9.275,0.85,0.0
1342404000,5.65,1.5,0.0
1342407600,6.7,1.9,0.0
1342411200,2.55,2.3,0.0
1342414800,6.7,0.0,0.0
1342418400,5.9,2.05,0.0
1342422000,3.6,0.0,0.0
1342425600,3.6,0.0,0.0
1342429200,3.85,0.0,0.0
1342432800,3.6,0.0,0.0
1342436400,4.6,0.0,0.0
1342440000,3.35,2.05,0.0
1342443600,5.7,0.0,0.0
1342447200,5.1,0.0,0.0
1342450800,4.85,0.0,0.0
1342454400,6.7,0.0,0.0
1342458000,6.2,0.0,0.0
1342461600,6.2,0.0,0.0
1342465200,4.6,0.0,0.0
1342468800,6.7,0.0,0.0
1342472400,5.4,0.0,0.0
1342476000,3.6,0.0,0.0
1342479600,2.1,0.0,0.0
1342483200,1.8,0.0,0.0
1342486800,3.6,0.0,0.0
1342490400,3.6,0.0,0.0
1342494000,3.35,0.0,0.0
1342497600,2.05,0.0,0.0
1342501200,5.1,0.0,0.0
1342504800,4.6,0.0,0.0
1342508400,3.6,0.0,0.0
1342512000,2.6,0.0,0.0
1342515600,3.35,0.0,0.0
1342519200,2.6,0.0,0.0
1342522800,2.6,0.0,0.0
1342526400,3.1,0.0,0.0
1342530000,5.1,0.0,0.0
1342533600,4.1,0.0,0.0
1342537200,5.15,0.0,0.0
1342540800,5.1,0.0,0.0
1342544400,6.7,0.0,0.0
1342548000,7.45,0.0,0.0
1342551600,8.8,0.0,0.0
1342555200,8.2,0.0,0.0
1342558800,7.7,0.0,0.0
1342562400,7.2,0.0,0.0
1342566000,4.6,0.0,0.0
1342569600,4.6,0.0,0.0
1342573200,4.6,0.0,0.0
1342576800,5.7,0.0,0.0
1342580400,5.4,0.0,0.0
1342584000,2.05,0.0,0.0
1342587600,3.1,0.0,0.0
1342591200,3.6,0.0,0.0
1342594800,5.1,0.0,0.0
1342598400,5.1,0.0,0.0
1342602000,5.1,0.0,0.0
1342605600,4.1,0.0,0.0
1342609200,4.6,0.0,0.0
1342612800,4.1,0.0,0.0
1342616400,3.6,0.0,0.0
1342620000,4.1,0.0,0.0
1342623600,4.35,0.0,0.0
1342627200,5.7,0.0,0.0
1342630800,6.2,0.0,0.0
1342634400,6.95,0.0,0.0
1342638000,8.8,0.0,0.0
1342641600,5.5,0.0,0.0
1342645200,7.85,2.35,0.0
1342648800,2.76666666667,0.5,0.0
1342652400,4.4,0.0,0.0
1342656000,1.55,2.55,0.0
1342659600,0.0,0.0,0.0
1342663200,3.1,0.0,0.0
1342666800,2.3,0.0,0.0
1342670400,1.05,2.65,0.0
1342674000,0.0,0.0,0.0
1342677600,0.0,0.0,0.0
1342681200,2.6,0.0,0.0
1342684800,2.1,0.0,0.0
1342688400,3.1,0.0,0.0
1342692000,5.1,0.0,0.0
1342695600,4.6,0.0,0.0
1342699200,5.4,2.65,0.0
1342702800,5.1,0.0,0.0
1342706400,5.1,0.0,0.0
1342710000,4.1,0.0,0.0
1342713600,3.6,0.0,0.0
1342717200,2.43333333333,0.0,0.0
1342720800,3.1,0.0,0.0
1342724400,3.6,0.0,0.0
1342728000,0.0,0.0,0.0
1342731600,1.3,0.0,0.0
1342735200,2.6,0.0,0.0
1342738800,3.1,0.0,0.0
1342742400,3.1,0.0,0.0
1342746000,3.6,0.0,0.0
1342749600,2.6,0.0,0.0
1342753200,3.1,0.0,0.0
1342756800,1.3,0.0,0.0
1342760400,2.6,0.0,0.0
1342764000,2.85,0.0,0.0
1342767600,4.1,0.0,0.0
1342771200,3.1,1.5,0.0
1342774800,3.85,0.4,0.0
1342778400,5.1,0.0,0.0
1342782000,4.6,0.3,0.0
1342785600,5.15,1.4,0.0
1342789200,4.85,0.15,0.0
1342792800,6.95,0.0,0.0
1342796400,6.95,0.5,0.0
1342800000,7.2,0.0,0.0
1342803600,5.7,0.0,0.0
1342807200,6.2,2.9,0.0
1342810800,5.1,2.55,0.0
1342814400,4.6,1.65,0.0
1342818000,5.525,2.225,0.0
1342821600,5.1,0.0,0.0
1342825200,3.6,0.0,0.0
1342828800,4.1,2.96666666667,0.0
1342832400,4.1,0.0,0.0
1342836000,2.6,0.0,0.0
1342839600,3.6,0.0,0.0
1342843200,1.3,5.7,0.0
1342846800,2.6,0.0,0.0
1342850400,2.85,0.0,0.0
1342854000,3.6,0.0,0.0
1342857600,2.6,0.0,0.0
1342861200,2.85,0.0,0.0
1342864800,3.1,0.0,0.0
1342868400,4.1,0.0,0.0
1342872000,4.1,4.95,0.0
1342875600,4.6,0.0,0.0
1342879200,4.1,0.0,0.0
1342882800,3.35,0.0,0.0
1342886400,4.6,0.0,0.0
1342890000,4.1,0.0,0.0
1342893600,3.6,0.0,0.0
1342897200,6.2,0.0,0.0
1342900800,3.1,0.0,0.0
1342904400,3.35,0.0,0.0
1342908000,3.1,0.0,0.0
1342911600,4.1,0.0,0.0
1342915200,3.35,0.0,0.0
1342918800,2.1,0.0,0.0
1342922400,0.0,0.0,0.0
1342926000,0.0,0.0,0.0
1342929600,0.0,0.0,0.0
1342933200,0.0,0.0,0.0
1342936800,0.75,0.0,0.0
1342940400,0.0,0.0,0.0
1342944000,0.0,0.0,0.0
1342947600,0.0,0.0,0.0
1342951200,0.0,0.0,0.0
1342954800,0.0,0.0,0.0
1342958400,0.75,0.0,0.0
1342962000,2.6,0.0,0.0
1342965600,3.6,0.0,0.0
1342969200,4.1,0.0,0.0
1342972800,4.6,0.0,0.0
1342976400,4.6,0.0,0.0
1342980000,4.85,0.0,0.0
1342983600,6.2,0.0,0.0
1342987200,6.2,0.0,0.0
1342990800,6.2,0.0,0.0
1342994400,6.2,0.0,0.0
1342998000,5.7,0.0,0.0
1343001600,5.95,0.0,0.0
1343005200,5.1,0.0,0.0
1343008800,4.1,0.0,0.0
1343012400,4.35,0.0,0.0
1343016000,1.55,0.0,0.0
1343019600,3.1,0.0,0.0
1343023200,3.35,0.0,0.0
1343026800,4.1,0.0,0.0
1343030400,5.1,0.0,0.0
1343034000,4.35,0.0,0.0
1343037600,3.6,0.0,0.0
1343041200,4.6,0.0,0.0
1343044800,4.85,0.0,0.0
1343048400,5.1,0.0,0.0
1343052000,4.1,0.0,0.0
1343055600,4.6,0.0,0.0
1343059200,6.2,0.0,0.0
1343062800,7.2,0.0,0.0
1343066400,8.25,0.0,0.0
1343070000,8.8,0.0,0.0
1343073600,6.2,0.3,0.0
1343077200,6.7,0.15,0.0
1343080800,5.7,0.0,0.0
1343084400,4.6,0.0,0.0
1343088000,3.85,0.15,0.0
1343091600,5.15,0.65,0.0
1343095200,6.95,0.3,0.0
1343098800,4.85,0.5,0.0
1343102400,1.8,0.65,0.0
1343106000,3.6,0.0,0.0
1343109600,3.85,0.5,0.0
1343113200,5.1,0.0,0.0
1343116800,5.1,0.0,0.0
1343120400,4.6,0.0,0.0
1343124000,4.1,0.0,0.0
1343127600,5.7,0.0,0.0
1343131200,5.95,0.65,0.0
1343134800,6.7,0.0,0.0
1343138400,4.1,0.0,0.0
1343142000,5.9,0.0,0.0
1343145600,7.7,0.0,0.0
1343149200,9.3,0.0,0.0
1343152800,7.75,0.0,0.0
1343156400,7.7,0.0,0.0
1343160000,9.3,0.0,0.0
1343163600,8.25,0.0,0.0
1343167200,9.3,0.0,0.0
1343170800,5.7,0.0,0.0
1343174400,5.7,0.0,0.0
1343178000,3.1,0.0,0.0
1343181600,7.2,0.0,0.0
1343185200,7.2,0.0,0.0
1343188800,4.4,0.0,0.0
1343192400,8.2,0.0,0.0
1343196000,7.45,0.0,0.0
1343199600,4.6,0.0,0.0
1343203200,3.6,0.0,0.0
1343206800,2.85,0.0,0.0
1343210400,4.6,0.0,0.0
1343214000,7.2,0.0,0.0
1343217600,8.0,0.0,0.0
1343221200,5.1,0.0,0.0
1343224800,3.1,0.0,0.0
1343228400,4.9,0.0,0.0
1343232000,5.1,0.0,0.0
1343235600,2.1,0.0,0.0
1343239200,2.85,0.0,0.0
1343242800,2.6,0.0,0.0
1343246400,5.1,0.0,0.0
1343250000,4.85,0.0,0.0
1343253600,7.7,0.0,0.0
1343257200,7.2,0.0,0.0
1343260800,7.2,0.0,0.0
1343264400,6.2,0.0,0.0
1343268000,4.1,0.0,0.0
1343271600,4.1,0.0,0.0
1343275200,2.05,0.0,0.0
1343278800,4.6,0.0,0.0
1343282400,4.6,0.0,0.0
1343286000,4.6,0.0,0.0
1343289600,4.1,0.0,0.0
1343293200,3.85,0.0,0.0
1343296800,4.6,0.0,0.0
1343300400,6.2,0.0,0.0
1343304000,6.45,0.0,0.0
1343307600,4.9,0.0,0.0
1343311200,5.46666666667,4.06666666667,0.0
1343314800,5.1,2.55,0.0
1343318400,4.6,0.0,0.0
1343322000,4.1,0.0,0.0
1343325600,4.35,2.55,0.0
1343329200,5.1,0.0,0.0
1343332800,5.7,0.0,0.0
1343336400,5.15,0.0,0.0
1343340000,4.6,0.0,0.0
1343343600,4.1,0.0,0.0
1343347200,7.3,3.2,0.0
1343350800,5.65,1.5,0.0
1343354400,6.7,0.0,0.0
1343358000,6.45,3.95,0.0
1343361600,2.55,6.2,0.0
1343365200,4.6,0.0,0.0
1343368800,4.35,3.95,0.0
1343372400,5.1,0.0,0.0
1343376000,4.1,0.0,0.0
1343379600,4.6,0.0,0.0
1343383200,5.1,0.0,0.0
1343386800,5.1,0.0,0.0
1343390400,5.1,6.2,0.0
1343394000,6.2,0.0,0.0
1343397600,5.1,0.0,0.0
1343401200,5.1,0.0,0.0
1343404800,5.7,0.0,0.0
1343408400,5.7,0.0,0.0
1343412000,5.95,0.0,0.0
1343415600,5.7,0.0,0.0
1343419200,7.2,0.0,0.0
1343422800,6.45,0.0,0.0
1343426400,4.6,0.0,0.0
1343430000,4.1,0.0,0.0
1343433600,3.35,0.0,0.0
1343437200,0.0,0.0,0.0
1343440800,2.1,0.0,0.0
1343444400,1.05,0.0,0.0
1343448000,0.0,0.0,0.0
1343451600,0.0,0.0,0.0
1343455200,0.0,0.0,0.0
1343458800,1.5,0.0,0.0
1343462400,3.1,0.0,0.0
1343466000,3.1,0.0,0.0
1343469600,3.1,0.0,0.0
1343473200,3.6,0.0,0.0
1343476800,3.6,0.0,0.0
1343480400,4.1,0.0,0.0
1343484000,2.6,0.0,0.0
1343487600,4.83333333333,0.0,0.0
1343491200,5.1,0.0,0.0
1343494800,5.4,0.0,0.0
1343498400,4.85,0.15,0.0
1343502000,4.6,0.0,0.0
1343505600,3.6,0.0,0.0
1343509200,5.125,1.15,0.0
1343512800,3.85,0.0,0.0
1343516400,3.6,0.0,0.0
1343520000,3.6,0.666666666667,0.0
1343523600,3.35,0.0,0.0
1343527200,3.1,0.0,0.0
1343530800,3.35,0.0,0.0
1343534400,1.05,0.9,0.0
1343538000,3.35,0.0,0.0
1343541600,2.6,0.0,0.0
1343545200,3.1,0.0,0.0
1343548800,3.6,0.0,0.0
1343552400,3.35,0.0,0.0
1343556000,3.1,0.0,0.0
1343559600,3.1,0.0,0.0
1343563200,3.6,0.9,0.0
1343566800,3.6,0.0,0.0
1343570400,3.6,0.0,0.0
1343574000,3.35,0.0,0.0
1343577600,3.35,0.0,0.0
1343581200,1.5,0.0,0.0
1343584800,0.0,0.0,0.0
1343588400,4.1,0.0,0.0
1343592000,2.1,0.0,0.0
1343595600,2.35,0.0,0.0
1343599200,2.1,0.0,0.0
1343602800,2.1,0.0,0.0
1343606400,1.8,0.0,0.0
1343610000,0.0,0.0,0.0
1343613600,2.1,0.0,0.0
1343617200,1.8,0.0,0.0
1343620800,1.05,0.0,0.0
1343624400,2.1,0.0,0.0
1343628000,2.43333333333,0.0,0.0
1343631600,2.1,0.0,0.0
1343635200,3.1,0.0,0.0
1343638800,3.35,0.0,0.0
1343642400,2.6,0.0,0.0
1343646000,5.1,0.0,0.0
